"status"	"copyright"	"response.docs.web_url"	"response.docs.snippet"	"response.docs.lead_paragraph"	"response.docs.abstract"	"response.docs.print_page"	"response.docs.source"	"response.docs.pub_date"	"response.docs.document_type"	"response.docs.news_desk"	"response.docs.section_name"	"response.docs.subsection_name"	"response.docs.type_of_material"	"response.docs._id"	"response.docs.word_count"	"response.docs.uri"	"response.docs.headline.main"	"response.docs.headline.kicker"	"response.docs.headline.content_kicker"	"response.docs.headline.print_headline"	"response.docs.headline.name"	"response.docs.headline.seo"	"response.docs.headline.sub"	"response.docs.byline.original"	"response.docs.byline.organization"	"response.meta.hits"	"response.meta.offset"	"response.meta.time"
"404"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/10/23/world/americas/migrant-caravan-mexico-trump.html"	"They are sleeping outdoors and living on donated food on their way north. Despite the hardship, migrants say it is better than the poverty and violence they left behind."	"HUIXTLA, Mexico — Soon after dawn on Tuesday, the mayor stood on the central plaza of his town here in southern Mexico and took stock."	"They are sleeping outdoors and living on donated food on their way north. Despite the hardship, migrants say it is better than the poverty and violence they left behind."	"11"	"The New York Times"	"2018-10-23T23:12:41+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/00c788f2-9139-5011-bd02-d8550fe2c318"	1526	"nyt://article/00c788f2-9139-5011-bd02-d8550fe2c318"	"Migrant Caravan Driven by Hope but Uncertain of Success"	NA	NA	"Sticking Together for Protection, and Helped Along the Way by Handouts"	NA	NA	NA	"By Kirk Semple, Annie Correal and Maya Averbuch"	NA	1459	400	83
"405"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/01/09/briefing/us-shutdown-brexit-congo-your-thursday-briefing.html"	"Let us help you start your day. "	"(Want to get this briefing by email? Here’s the sign-up.)"	"Let us help you start your day. "	NA	"The New York Times"	"2019-01-10T04:55:46+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/b6efbc9a-9a35-53c4-b211-2502130e6ff9"	1275	"nyt://article/b6efbc9a-9a35-53c4-b211-2502130e6ff9"	"U.S. Shutdown, Brexit, Congo: Your Thursday Briefing"	NA	NA	NA	NA	NA	NA	"By Penn Bullock"	NA	1459	400	83
"406"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/10/29/us/politics/border-security-troops-trump.html"	"An initial group of 800 soldiers is already heading to Texas from Fort Campbell and Fort Knox to help hold off a group of Central American migrants moving north through Mexico."	"WASHINGTON — More than 5,000 active-duty military troops will deploy to the southern border by the end of this week, Defense Department officials said on Monday, an escalation of a midterm election show of force against a caravan of Central American migrants that President Trump has characterized as an “invasion of our country.”"	"An initial group of 800 soldiers is already heading to Texas from Fort Campbell and Fort Knox to help hold off a group of Central American migrants moving north through Mexico."	"18"	"The New York Times"	"2018-10-29T20:43:06+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/6affe391-f4b8-5e0a-99bd-30f19437f7ff"	1321	"nyt://article/6affe391-f4b8-5e0a-99bd-30f19437f7ff"	"Trump Sending 5,200 Troops to the Border in an Election-Season Response to Migrants"	NA	NA	"Thousands of Troops  Will Be Sent to Border"	NA	NA	NA	"By Michael D. Shear and Thomas Gibbons-Neff"	NA	1459	400	83
"407"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/07/11/opinion/asylum-immigration-trump.html"	"In his attempt to seal the border, President Trump is making a mockery of America’s asylum laws."	"ADELANTO, Calif. — Moisés Valentín, a pastor at the Christian and Missionary Alliance, and I drove two hours outside of Los Angeles, to the middle of nowhere, high in the Mojave Desert. There, surrounded by sagebrush scrub and crowned in concertina wire, was the Adelanto Detention Facility, the nation’s largest prison for adult immigrants. Many of the people detained there are seeking asylum, running less toward the American dream than away from a Central American nightmare."	"In his attempt to seal the border, President Trump is making a mockery of America’s asylum laws."	"25"	"The New York Times"	"2018-07-11T10:00:04+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/ca17c928-7644-5976-8ad1-92c8212b6e83"	2531	"nyt://article/ca17c928-7644-5976-8ad1-92c8212b6e83"	"Do You Care About the Rule of Law? Then Act Like It"	"Contributing Op-Ed Writer"	NA	"The End of Asylum"	NA	NA	NA	"By Sonia Nazario"	NA	1459	400	83
"408"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/30/world/europe/spain-migrants-morocco.html"	"The new Socialist government in Madrid has waded straight into Europe’s migration crisis, winning praise but facing pressure over a growing influx."	"MÁLAGA, Spain — Spain’s new Socialist government has waded straight into Europe’s migration crisis — out of both choice and necessity."	"The new Socialist government in Madrid has waded straight into Europe’s migration crisis, winning praise but facing pressure over a growing influx."	"13"	"The New York Times"	"2018-06-30T08:42:35+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/7404ca14-92a5-5459-bd16-36a548f909ac"	1064	"nyt://article/7404ca14-92a5-5459-bd16-36a548f909ac"	"Spain’s Migrant Wave Grows, Even as Europe’s Subsides"	NA	NA	"Spain’s Migrant Wave Grows, Tripling in 2017, Even as Europe’s Subsides"	NA	NA	NA	"By Raphael Minder"	NA	1459	400	83
"409"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/04/08/opinion/trump-latin-america-immigration.html"	"The U.S. president needs to keep cooperating closely with Mexico, steer clear of any military action in Venezuela and refrain from bullying his partners and allies in the region."	"The 2020 United States presidential campaign is already in full swing in Latin America. Four hot-button issues that helped propel President Trump to the White House in 2016 are already coming into play in his approach with the region, and they are being driven by two parallel electoral strategies: appeals to his political base nationwide on immigration, drugs and trade, and a hard sell directed at South Florida on Cuba and Venezuela."	"The U.S. president needs to keep cooperating closely with Mexico, steer clear of any military action in Venezuela and refrain from bullying his partners and allies in the region."	NA	"The New York Times"	"2019-04-08T10:00:04+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/496b0da4-d0b0-51a9-a223-e675f46fd377"	1193	"nyt://article/496b0da4-d0b0-51a9-a223-e675f46fd377"	"Latin America Is Already Trump’s 2020 Presidential Campaign Testing Ground"	NA	NA	NA	NA	NA	NA	"By Michael Shifter"	NA	1459	400	83
"410"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/30/us/migrant-caravan-asylum.html"	"A look at the explosion of asylum applicants and how managing them has become one of the Trump administration’s toughest immigration challenges."	"Russian ballet dancers, Cuban baseball players and Chinese political dissidents. These are the kind of people fleeing persecution in their homelands who typically won asylum in the United States over the years."	"A look at the explosion of asylum applicants and how managing them has become one of the Trump administration’s toughest immigration challenges."	NA	"The New York Times"	"2018-04-30T23:04:33+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/0090c48e-7abb-554b-9f08-97a7f73ead77"	1701	"nyt://article/0090c48e-7abb-554b-9f08-97a7f73ead77"	"A Refugee Caravan is Hoping for Asylum in the U.S. How Are These Cases Decided?"	NA	NA	NA	NA	NA	NA	"By Miriam Jordan"	NA	1459	400	83
"411"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/07/17/us/sexual-assault-ice-detention-survivor-stories.html"	"Maria and E.D. are among the thousands of migrants who have said they were abused in the past 10 years while in the custody of Immigration and Customs Enforcement."	"It was an early morning in May when Maria was released from the T. Don Hutto Residential Detention Center in Texas. She had been granted bond and was permitted to stay with her brother in Washington D.C. while her asylum case was pending."	"Maria and E.D. are among the thousands of migrants who have said they were abused in the past 10 years while in the custody of Immigration and Customs Enforcement."	NA	"The New York Times"	"2018-07-17T09:18:01+0000"	"article"	"Video"	"U.S."	NA	"News"	"nyt://article/ca8f1860-2b42-5fa6-8e0d-48ae6ae50a53"	332	"nyt://article/ca8f1860-2b42-5fa6-8e0d-48ae6ae50a53"	"Sexual Assault Inside ICE Detention: 2 Survivors Tell Their Stories"	NA	NA	NA	NA	NA	NA	"By Emily Kassie"	NA	1459	410	60
"412"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/03/06/briefing/border-north-korea-ketamine.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-03-06T10:47:02+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/7fd0a1a1-d5c2-5ef9-9da3-b43d0a3c62e5"	1427	"nyt://article/7fd0a1a1-d5c2-5ef9-9da3-b43d0a3c62e5"	"Border, North Korea, Ketamine: Your Wednesday Briefing"	NA	NA	NA	NA	NA	NA	"By Chris Stanford and Inyoung Kang"	NA	1459	410	60
"413"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/30/us/journey-north-migrants-border-crossing.html"	"In the Rio Grande Valley near McAllen, Tex., a New York Times photographer witnessed the fragments of the immigration crisis as it played out."	"MCALLEN, Tex. — Emerging from buses into the scorching sun, about 150 undocumented immigrants just released from federal custody huddled behind the bus terminal."	"In the Rio Grande Valley near McAllen, Tex., a New York Times photographer witnessed the fragments of the immigration crisis as it played out."	"12"	"The New York Times"	"2018-06-30T09:00:10+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/0f29af29-99a0-514e-9b82-5b9d6e8dca92"	697	"nyt://article/0f29af29-99a0-514e-9b82-5b9d6e8dca92"	"A Long Journey North for Migrants That May End Where It Started"	NA	NA	"Migrants End Grueling Trek, Only to Start A New One"	NA	NA	NA	"By Todd Heisler"	NA	1459	410	60
"414"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/26/world/europe/migrants-malta-italy.html"	"The offer echoes calls in Italy and Spain for other states to help deal with the arrival of thousands of migrants from Africa."	"ROME — A ship carrying over 200 African migrants rescued from the Mediterranean last week will be allowed to dock in Malta if other European countries agree to share the responsibility of taking them in, the Maltese government said on Tuesday."	"The offer echoes calls in Italy and Spain for other states to help deal with the arrival of thousands of migrants from Africa."	"8"	"The New York Times"	"2018-06-26T20:49:11+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/c2424027-857b-577a-89ab-fe57f2c6b0dc"	1088	"nyt://article/c2424027-857b-577a-89ab-fe57f2c6b0dc"	"Malta Says It Will Accept Stranded Ship if Others Take In Migrants, Too"	NA	NA	"Malta Negotiates With E.U. to Accept Migrant Rescue Ship"	NA	NA	NA	"By Elisabetta Povoledo"	NA	1459	410	60
"415"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/01/10/us/politics/steve-king-trump-immigration-wall.html"	"The Iowa congressman, who has used racist language and been denounced as a white supremacist, wrote the playbook on white identity politics and many of the issues that are ascendant in the G.O.P."	"Update: Steve King was removed from his committee assignments over the comments made in this article. "	"The Iowa congressman, who has used racist language and been denounced as a white supremacist, wrote the playbook on white identity politics and many of the issues that are ascendant in the G.O.P."	"10"	"The New York Times"	"2019-01-10T13:01:12+0000"	"article"	"Politics"	"U.S."	"Politics"	"News"	"nyt://article/02ddb8e8-1ff8-5f3e-8214-98538e362279"	1818	"nyt://article/02ddb8e8-1ff8-5f3e-8214-98538e362279"	"Before Trump, Steve King Set the Agenda for the Wall and Anti-Immigrant Politics"	NA	NA	"A Bullhorn of Anti-Immigrant Rhetoric, Long Before Trump Started"	NA	NA	NA	"By Trip Gabriel"	NA	1459	410	60
"416"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/24/world/americas/migrant-caravan-mexico.html"	"Migrants from Central America who plan to apply for asylum in the United States face opposition from President Trump and Attorney General Jeff Sessions."	"MEXICALI, Mexico — The caravan of weary migrants that the Trump administration has called a threat to the sovereignty and security of the United States began to arrive on the northern border of Mexico on Tuesday, a month after the group started its journey at the country’s southern border with Guatemala."	"Migrants from Central America who plan to apply for asylum in the United States face opposition from President Trump and Attorney General Jeff Sessions."	"4"	"The New York Times"	"2018-04-24T22:22:04+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/c5ea9bc7-2cfa-5c7e-b1f0-439158ece2f3"	1148	"nyt://article/c5ea9bc7-2cfa-5c7e-b1f0-439158ece2f3"	"Migrant Caravan Arrives at U.S. Border, but Long Road Awaits"	NA	NA	"Migrant Caravan Reaches U.S. Border. Journey Isn’t Over."	NA	NA	NA	"By Kirk Semple"	NA	1459	410	60
"417"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/01/14/briefing/los-angeles-lion-air-australian-open.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-01-14T10:35:27+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/af0f63f4-a1f0-597f-abd0-0d48abf1c2d6"	1474	"nyt://article/af0f63f4-a1f0-597f-abd0-0d48abf1c2d6"	"Los Angeles, Lion Air, Australian Open: Your Monday Briefing"	NA	NA	NA	NA	NA	NA	"By Chris Stanford"	NA	1459	410	60
"418"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/11/09/world/americas/caravan-migrant-mexico.html"	"She’s slept on the ground, eaten handouts and walked for miles. But after weeks traveling with her children, Ani Alvarado is not turning back. “I get used to whatever.”"	"SAN PEDRO TAPANATEPEC, Mexico — The migrants, nearly asleep on their feet, waited in the predawn darkness for the trucks that would take them to the next stop in their long, unpredictable migration to the United States."	"She’s slept on the ground, eaten handouts and walked for miles. But after weeks traveling with her children, Ani Alvarado is not turning back. “I get used to whatever.”"	"9"	"The New York Times"	"2018-11-09T10:00:25+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/627560f9-441f-5547-b049-101dc8a4bc97"	1579	"nyt://article/627560f9-441f-5547-b049-101dc8a4bc97"	"Caravan Walks Quietly On, U.S. Opposition a Distant Rumble"	NA	NA	"Northward Toward Hope, And a Wall of Hostility"	NA	NA	NA	"By Kirk Semple and Todd Heisler"	NA	1459	410	60
"419"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/07/25/world/europe/elin-ersson-afghanistan.html"	"The university student held up a Turkish Airlines flight to Istanbul for about two hours, and her video of the encounter went viral."	"OSTERSUND, Sweden — A Swedish student activist stopped the deportation of an Afghan man this week by refusing to take her seat on a packed Turkish Airlines flight, and her dramatic video of the tense standoff has gone viral."	"The university student held up a Turkish Airlines flight to Istanbul for about two hours, and her video of the encounter went viral."	"10"	"The New York Times"	"2018-07-25T14:52:49+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/83c3dc1d-d899-53b1-a440-dc8656c43655"	1179	"nyt://article/83c3dc1d-d899-53b1-a440-dc8656c43655"	"Swedish Student Blocks Afghan’s Deportation by Refusing to Sit Down on Flight"	NA	NA	"Student Blocks Afghan’s Deportation by Refusing to Sit Down on Flight"	NA	NA	NA	"By Christina Anderson and Palko Karasz"	NA	1459	410	60
